,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
8322,1,0.252143543,31,0,0.389565761,3200.0,9,0,0,0,1.0
8323,1,0.707533235,56,0,0.280726606,12000.0,6,0,1,0,3.0
8324,1,0.9999999,41,1,0.195219124,3764.0,3,1,0,1,2.0
8325,1,0.602389348,29,1,0.538120731,5416.0,12,0,2,0,2.0
8326,1,0.933263574,31,1,0.171613479,4480.0,12,0,0,0,0.0
8327,1,0.9999999,39,0,0.041063929,15000.0,1,0,0,0,4.0
8328,0,0.005114972,50,0,0.119225693,4545.0,13,0,1,0,0.0
8329,0,0.204511442,71,0,0.357528494,3333.0,11,0,1,0,0.0
8330,0,0.0,65,0,0.276289484,2500.0,11,0,2,0,0.0
8331,0,0.674259651,61,0,0.795536357,4166.0,11,0,2,0,0.0
8332,0,0.0,62,0,0.603628118,6614.0,8,0,2,0,0.0
8333,0,0.018374541,63,0,2029.0,,5,0,1,0,0.0
8334,1,0.42562592,53,2,0.54575394,4250.0,20,1,1,1,1.0
8335,1,0.9999999,40,0,0.051987003,4000.0,4,0,0,0,0.0
8336,0,0.159092045,51,0,0.279276279,9008.0,8,0,1,0,1.0
8337,0,0.9999999,30,0,66.0,,1,1,0,0,0.0
8338,1,0.9999999,27,0,0.0,2700.0,0,0,0,0,1.0
8339,0,0.003212483,77,0,781.0,,4,0,1,0,
8340,0,0.973558494,34,3,0.053589282,5000.0,2,0,0,0,2.0
8341,1,0.960506582,39,0,0.76124775,5000.0,6,2,1,0,2.0
8342,1,0.779388084,64,3,490.0,,7,2,0,1,2.0
8343,1,0.9999999,30,0,0.009791922,2450.0,0,3,0,0,0.0
8344,0,0.031476677,73,0,0.17876149,8267.0,12,0,1,0,0.0
8345,0,0.100902976,28,0,0.129377432,3083.0,7,0,0,0,0.0
8346,1,0.663644149,42,1,0.771683329,3700.0,7,0,2,0,0.0
8347,1,0.9999999,57,0,1.366861436,9583.0,9,0,5,0,0.0
8348,1,0.9999999,54,2,0.558675445,5163.0,6,1,0,0,1.0
8349,1,0.88611121,52,3,0.559488102,5000.0,8,0,2,0,4.0
8350,0,0.068940112,85,0,0.007596961,2500.0,5,0,0,0,0.0
8351,0,0.864386925,55,0,1.578168733,2500.0,10,0,2,0,0.0
8352,1,0.981555032,42,1,0.553602243,9271.0,21,0,2,0,1.0
8353,0,0.0,40,0,2888.0,,6,0,2,0,3.0
8354,1,0.9999999,27,1,0.316675434,1900.0,7,0,0,0,1.0
8355,1,0.133234362,71,2,0.37605588,6155.0,26,0,1,1,0.0
8356,0,0.284587059,33,0,0.284706873,9500.0,10,0,2,2,1.0
8357,1,0.075094358,48,1,0.096650558,6000.0,20,2,0,0,3.0
8358,0,0.124433757,36,0,0.441063245,5454.0,15,0,1,0,3.0
8359,0,0.613041254,60,0,0.213376954,2750.0,6,0,0,0,0.0
8360,1,0.646706587,46,0,0.002014099,6950.0,2,0,0,1,2.0
8361,1,0.9999999,46,1,409.0,,1,0,0,0,0.0
8362,1,0.865476291,57,0,1.047032475,6250.0,28,0,1,0,0.0
8363,0,0.591229093,51,1,0.308772765,8400.0,12,0,1,0,1.0
8364,1,0.533682093,50,0,0.819091967,8589.0,10,6,1,4,0.0
8365,0,0.044198232,76,0,0.089820359,500.0,4,0,0,0,0.0
8366,1,0.313764072,59,1,0.22195646,24666.0,11,1,1,0,0.0
8367,1,0.869707797,56,2,0.484634613,6800.0,10,1,1,2,2.0
8368,1,0.9999999,48,2,0.609056425,4217.0,5,2,2,2,3.0
8369,1,0.943755408,47,0,0.441277936,6666.0,9,6,1,1,2.0
8370,0,0.012561218,64,0,0.004748088,3790.0,12,0,0,0,0.0
8371,0,0.684937866,52,2,0.99660068,5000.0,19,0,3,0,0.0
8372,1,1.078986836,52,5,0.574371746,4416.0,11,0,1,3,0.0
8373,0,0.05705887,53,0,0.420792079,2423.0,11,0,1,1,1.0
8374,0,0.161722213,53,0,0.481722488,5224.0,9,0,3,0,3.0
8375,0,0.9999999,48,0,0.086795937,2165.0,3,0,0,0,0.0
8376,1,0.9999999,24,1,0.013539652,1550.0,0,3,0,0,1.0
8377,0,0.064874947,69,0,86.0,,4,0,0,0,0.0
8378,0,0.685082873,41,0,0.415044365,7550.0,6,0,2,0,0.0
8379,1,0.307432836,57,0,0.335791513,16000.0,14,0,2,0,2.0
8380,1,0.984060721,45,0,0.353544072,9268.0,7,0,1,0,2.0
8381,0,0.009999817,60,0,0.179162073,5441.0,9,0,1,0,0.0
8382,1,0.667915106,23,0,15.0,,2,0,0,0,0.0
8383,0,0.079833429,64,0,2204.0,,8,0,1,0,1.0
8384,0,0.686083014,57,0,0.16069592,11667.0,6,1,1,0,2.0
8385,0,0.005190265,73,0,0.248842807,5400.0,16,0,1,0,0.0
8386,0,0.007758729,61,0,0.279521238,6850.0,11,0,1,0,0.0
8387,1,0.830755721,52,0,0.743262546,10500.0,14,0,8,0,3.0
8388,0,0.605052197,40,0,0.624318283,11184.0,12,0,4,0,1.0
8389,0,0.0,32,0,0.461339694,5030.0,6,0,1,0,0.0
8390,1,0.433133733,42,1,427.0,,2,0,0,1,0.0
8391,1,0.815273091,27,1,473.0,,3,2,0,0,1.0
8392,1,0.001739093,53,1,0.079968013,2500.0,10,0,0,0,3.0
8393,0,0.311596607,76,0,0.428982224,11475.0,9,0,3,0,0.0
8394,0,0.037354292,32,0,0.062816139,8500.0,3,0,0,0,1.0
8395,0,0.245810573,47,0,0.112418005,4420.0,4,0,0,0,0.0
8396,0,0.241463475,51,1,0.239134672,5130.0,8,0,1,0,1.0
8397,1,1.02994012,64,1,0.23965207,3333.0,3,1,1,0,0.0
8398,1,0.9999999,66,0,0.193286166,6642.0,3,0,1,0,0.0
8399,1,0.573883162,58,2,0.471960989,2870.0,6,4,1,0,0.0
8400,1,1.07189029,53,3,1.408892063,11200.0,17,0,8,1,1.0
8401,1,0.9999999,33,1,0.165912878,4200.0,4,0,0,1,1.0
8402,0,0.00934259,50,1,9.0,,3,0,0,0,0.0
8403,0,0.060460376,53,0,0.436570429,8000.0,6,0,1,0,1.0
8404,1,0.660930795,38,0,0.39287945,1600.0,7,0,0,0,3.0
8405,0,0.0,35,0,0.366605566,6000.0,5,0,1,0,0.0
8406,1,0.17983308,63,0,0.325396825,4031.0,8,0,1,0,0.0
8407,0,0.975261656,44,1,0.922858495,2112.0,3,3,1,0,4.0
8408,1,0.387065977,51,0,0.350874186,5833.0,12,0,1,2,1.0
8409,1,0.327390217,46,0,0.451274363,2000.0,6,0,0,0,2.0
8410,0,0.0,39,0,0.253860601,9583.0,8,0,1,0,5.0
8411,1,0.402866507,75,0,580.0,,4,0,0,0,0.0
8412,1,0.983047164,62,1,0.617393229,4518.0,6,0,3,1,0.0
8413,1,0.9999999,42,0,50.0,,1,0,0,0,0.0
8414,1,0.684835727,47,1,0.578771696,2995.0,7,0,1,1,2.0
8415,0,0.681110478,55,0,0.973194003,2200.0,15,0,2,0,1.0
8416,0,0.133121672,63,0,4359.0,,9,0,2,0,0.0
8417,1,0.975767474,48,3,0.590315712,10800.0,11,0,3,0,1.0
8418,1,0.618845629,35,2,6197.0,,9,0,3,0,0.0
8419,0,0.728897358,59,0,0.319968003,10000.0,20,0,3,0,0.0
8420,1,0.72051242,29,0,0.114680946,2240.0,6,3,0,0,1.0
8421,1,0.080657705,64,0,0.394800743,7000.0,5,0,2,0,0.0
8422,1,0.968428219,59,0,0.712030313,3166.0,11,0,3,0,1.0
8423,0,0.007930722,80,0,0.223203906,4300.0,9,0,1,0,1.0
8424,0,0.100551744,58,0,0.29520998,10500.0,19,0,1,0,1.0
8425,0,0.416442532,60,0,0.709290367,2916.0,14,0,0,0,0.0
8426,0,0.127557458,51,0,0.278553066,16337.0,11,0,5,0,2.0
8427,0,0.119583556,40,0,0.083149521,70270.0,12,0,4,0,1.0
8428,0,0.965517241,25,3,0.116259238,3517.0,3,0,0,0,0.0
8429,1,1.197732997,38,2,0.22242217,5556.0,4,1,0,0,0.0
8430,0,0.231635244,40,0,0.003089969,100000.0,3,0,0,0,0.0
8431,1,0.976003692,31,2,0.644055694,2800.0,2,1,1,0,1.0
8432,1,0.515572191,66,0,0.582284173,6671.0,11,0,1,0,0.0
8433,1,1.362141746,73,1,274.0,,2,3,0,1,
8434,1,0.002919495,42,4,0.238268695,9333.0,7,0,1,0,5.0
8435,1,0.014621897,49,0,0.431399317,5859.0,14,1,3,1,0.0
8436,0,0.11699415,59,0,2863.0,,2,0,1,0,0.0
8437,1,0.9999999,33,1,0.10924016,4750.0,1,2,0,0,2.0
8438,1,0.943821844,39,0,0.972237646,1800.0,6,1,1,0,1.0
8439,1,0.9999999,27,2,0.275329396,2200.0,3,0,0,1,0.0
8440,1,0.604276775,42,1,0.678264347,5000.0,17,0,1,1,2.0
8441,0,0.05384945,48,0,0.001333172,8250.0,2,0,0,0,1.0
8442,1,0.815551112,49,1,4081.0,,5,3,2,1,
8443,1,0.691918598,60,0,0.427929951,2226.0,8,0,0,0,0.0
8444,0,0.189220399,67,0,0.509848313,8833.0,25,0,3,1,0.0
8445,0,0.126499778,36,0,0.451451644,5200.0,5,2,1,0,1.0
8446,1,0.9999999,31,0,0.008011653,2745.0,0,3,0,0,3.0
8447,1,1.238451935,30,1,0.114647559,6000.0,5,0,0,1,0.0
8448,0,0.199920794,58,3,0.550216884,2996.0,10,0,1,0,1.0
8449,0,0.738427552,65,0,0.601674516,9554.0,14,0,1,0,0.0
8450,0,0.9999999,33,0,0.076218242,2400.0,1,0,0,0,0.0
8451,0,0.001563237,35,0,0.000147037,6800.0,7,0,0,0,0.0
8452,0,0.540306462,31,1,0.241103559,2500.0,9,0,0,0,0.0
8453,0,0.071398215,31,0,1663.0,,9,0,2,0,2.0
8454,1,0.410095228,32,0,0.616676665,5000.0,15,0,1,0,0.0
8455,0,0.166307106,61,0,0.289674952,8367.0,11,0,1,0,1.0
8456,1,0.9999999,32,1,0.180623974,2435.0,3,0,0,0,0.0
8457,0,0.01439856,40,0,0.054389122,5000.0,3,0,0,0,0.0
8458,1,0.9999999,36,0,0.009327115,1500.0,0,4,0,0,0.0
8459,1,0.416316737,28,1,541.0,,9,0,0,2,0.0
8460,0,0.666359022,31,0,0.127971562,4500.0,5,0,0,0,0.0
8461,0,0.0,89,0,0.0,,8,0,0,0,0.0
8462,1,0.340996125,56,0,0.320397907,19300.0,17,0,3,0,2.0
8463,0,0.0,48,0,1338.0,,3,0,1,0,0.0
8464,1,1.021223471,31,1,0.151198763,2585.0,7,1,0,0,1.0
8465,1,0.9999999,50,1,0.073769581,9000.0,3,1,0,1,0.0
8466,1,0.513466551,32,0,0.028048598,6666.0,7,1,0,0,1.0
8467,0,0.840013114,47,3,1808.0,,5,0,1,0,1.0
8468,1,0.257595316,67,0,0.446258957,6000.0,18,0,1,0,1.0
8469,1,0.591321334,42,1,0.389230319,6833.0,13,0,1,0,2.0
8470,1,0.974471589,44,0,1293.5,1.0,6,0,0,0,2.0
8471,0,0.9999999,39,0,0.0,2916.0,0,0,0,0,0.0
8472,0,0.022289819,51,0,0.345172323,3800.0,9,0,1,0,3.0
8473,1,0.947144613,39,0,0.703471479,6538.0,14,0,2,0,0.0
8474,0,0.449634822,54,0,0.187165461,17000.0,6,0,2,0,3.0
8475,1,0.9999999,39,0,0.160865475,2125.0,1,0,0,1,3.0
8476,1,1.199335548,41,0,217.0,,6,0,0,0,0.0
8477,0,0.013147266,81,0,355.0,,7,0,0,0,0.0
8478,1,0.9999999,43,3,1.024390244,5616.0,4,0,2,1,0.0
8479,1,0.636336759,35,2,0.555044496,10000.0,9,0,2,0,0.0
8480,1,0.336212883,35,0,0.676053991,6000.0,18,0,4,0,1.0
8481,1,0.180070478,59,1,11231.0,,14,0,8,0,0.0
8482,1,0.899010492,51,1,0.429801416,7200.0,12,0,1,0,0.0
8483,0,0.02083555,64,0,0.214162162,9249.0,10,0,2,0,1.0
8484,0,0.0,27,0,0.0,,3,0,0,0,0.0
8485,0,0.033711598,74,0,0.085492228,5403.0,8,0,0,0,0.0
8486,1,0.939146231,35,3,0.072782741,4588.0,16,0,0,1,0.0
8487,0,0.0,65,0,3421.0,,7,0,2,0,0.0
8488,1,0.973421927,32,0,0.058577406,1672.0,2,1,0,0,0.0
8489,1,0.9999999,46,1,1806.0,,1,1,1,0,0.0
8490,1,0.995629103,47,0,0.975337444,6000.0,7,0,3,0,1.0
8491,0,0.01638681,52,0,0.156791027,4100.0,10,0,1,0,0.0
8492,1,0.254087732,58,0,1.82720457,2800.0,18,0,4,0,0.0
8493,0,0.74123066,42,1,0.428085329,7640.0,8,0,1,0,2.0
8494,0,0.138792772,22,0,0.020430108,929.0,3,0,0,0,0.0
8495,0,0.005989771,64,0,0.083588415,4246.0,10,0,1,0,1.0
8496,0,0.013047985,61,0,0.737719298,4559.0,2,0,1,0,1.0
8497,1,0.187198439,39,3,0.120058663,15000.0,13,0,0,0,1.0
8498,0,0.889155506,59,0,0.571697193,14358.0,15,0,3,0,2.0
8499,0,0.286874522,48,0,1.027491409,2036.0,10,0,1,0,2.0
8500,0,0.039653831,48,0,0.021919705,4333.0,6,0,0,0,4.0
8501,0,0.066052985,56,0,1625.0,,6,0,1,0,0.0
8502,0,0.517186674,57,0,2.072927073,1000.0,10,0,1,0,0.0
8503,0,0.186851783,62,0,0.286681021,9752.0,8,0,1,0,0.0
8504,1,0.9999999,39,0,0.067364846,7065.0,1,0,0,0,1.0
8505,1,0.779892166,64,2,0.420976417,4833.0,23,0,2,0,0.0
8506,0,0.0,66,1,0.355607399,6000.0,7,0,1,0,0.0
8507,1,0.071847037,69,0,0.526968033,7100.0,24,0,2,0,0.0
8508,1,1.001998002,23,0,0.134276562,3745.0,7,0,0,1,0.0
8509,1,0.221007496,61,0,0.618258353,3800.0,10,0,2,0,0.0
8510,0,0.357014951,60,0,0.673319456,8166.0,22,0,2,1,0.0
8511,0,0.873376373,45,0,6564.0,,9,0,2,0,0.0
8512,1,0.271643215,39,3,0.470962323,8333.0,13,0,2,0,3.0
8513,0,0.045129273,51,0,1.343328336,1333.0,7,0,1,0,3.0
8514,0,0.343803306,27,0,0.178486435,2100.0,3,0,0,0,0.0
8515,1,0.976892933,51,3,0.465896522,8136.0,8,0,2,0,0.0
8516,1,0.0,28,1,0.424143964,4000.0,8,6,1,1,0.0
8517,0,0.155086209,42,0,0.290689282,5541.0,5,0,1,0,0.0
8518,0,0.000171917,71,0,0.0,30000.0,8,0,0,0,0.0
8519,1,1.019162674,30,1,0.336850875,3600.0,4,0,0,0,0.0
8520,1,0.942649683,61,0,0.338591424,4500.0,13,4,0,0,0.0
8521,0,0.485558448,51,0,0.09963548,6583.0,5,0,0,0,0.0
8522,0,0.0,74,0,2311.0,,6,0,1,0,
8523,0,0.011555975,44,0,0.321984559,7900.0,11,0,2,0,0.0
8524,1,0.193765568,49,0,0.257319686,4200.0,16,0,1,0,0.0
8525,1,1.847021409,63,0,0.669206634,6692.0,13,0,1,0,0.0
8526,1,0.024560965,27,0,1.432783608,2000.0,5,1,1,0,0.0
8527,0,0.000444432,65,0,0.00709563,6200.0,6,0,0,0,0.0
8528,0,0.189165635,49,0,0.599488946,9000.0,9,0,2,0,4.0
8529,0,0.528585795,57,0,0.195518141,16867.0,9,0,2,0,1.0
8530,1,0.044695277,60,0,1885.0,,7,0,1,0,
8531,0,0.013805856,44,0,767.0,,12,0,1,0,0.0
8532,1,0.524318769,45,0,0.610856364,8068.0,12,0,3,0,2.0
8533,0,0.008583471,53,0,1521.0,,13,0,1,0,0.0
8534,0,0.9999999,62,1,0.426359381,2776.0,2,1,1,0,0.0
8535,1,0.9999999,37,0,0.0,1200.0,0,0,0,0,1.0
8536,0,0.063846808,50,0,0.003123202,12166.0,4,0,0,0,3.0
8537,0,0.029068633,66,0,0.018993669,3000.0,5,0,0,0,0.0
8538,1,0.07920536,47,0,0.411817853,5533.0,11,0,2,0,1.0
8539,0,0.0,59,0,0.083152808,6000.0,5,1,0,0,0.0
8540,1,1.027888446,41,2,0.070211316,4400.0,2,0,0,0,1.0
8541,1,0.699994239,45,0,0.557475402,8333.0,17,0,1,0,0.0
8542,0,0.180090995,37,0,0.348930214,5000.0,3,0,1,0,2.0
8543,0,0.761249338,63,0,0.47051152,6900.0,9,0,2,0,1.0
8544,0,0.129952668,63,0,0.160725859,10800.0,7,0,2,0,0.0
8545,0,0.262688503,56,0,0.491135421,2650.0,12,0,1,0,0.0
8546,0,0.154263675,54,0,0.14924597,7691.0,7,0,1,0,0.0
8547,1,0.595257814,56,1,0.13005386,13924.0,10,0,0,0,3.0
8548,0,0.0,76,0,0.0,,9,0,0,0,
8549,0,0.074961923,45,0,0.003548006,9300.0,5,0,0,0,1.0
8550,0,0.0,46,0,0.075512406,1853.0,8,0,0,0,2.0
8551,1,0.299812768,53,2,396.0,,7,0,1,0,
8552,0,0.016628158,48,0,0.464362234,7000.0,12,0,2,0,0.0
8553,1,0.9999999,32,0,0.122371596,2900.0,4,0,0,0,2.0
8554,0,0.285381726,26,0,0.916554509,742.0,5,0,0,0,0.0
8555,1,0.016353693,73,0,0.020395921,3333.0,8,0,0,0,0.0
8556,1,0.578177728,25,0,0.590720483,2650.0,11,0,1,0,1.0
8557,1,0.9999999,28,0,0.254477301,2400.0,6,0,0,0,0.0
8558,0,0.205274463,51,0,0.361329834,8000.0,10,0,1,0,0.0
8559,0,1819.0,41,0,0.365954256,8000.0,5,0,1,0,0.0
8560,0,0.031517895,41,0,0.327401753,18600.0,15,0,4,0,0.0
8561,1,0.004196927,59,2,0.63249077,3520.0,9,1,1,2,0.0
8562,1,0.12194251,29,2,0.488001846,4333.0,6,0,2,0,0.0
8563,1,0.9999999,32,0,0.006731051,3416.0,1,0,0,0,3.0
8564,0,0.719171233,59,0,1.047882136,3800.0,7,0,2,0,0.0
8565,1,0.9999999,31,1,367.0,,1,3,0,0,3.0
8566,1,0.9999999,33,96,0.008046818,4100.0,0,96,0,96,0.0
8567,0,0.041331956,81,0,37.0,,2,0,0,0,
8568,0,0.03261844,74,0,0.01769823,10000.0,2,0,0,0,0.0
8569,0,0.813359332,38,0,1.011789925,1865.0,4,0,1,0,0.0
8570,1,0.466994057,40,0,4329.0,,26,0,2,0,2.0
8571,0,0.654638727,38,0,0.05399568,4166.0,4,0,0,0,0.0
8572,1,0.217763129,54,0,0.32385048,3022.0,5,0,1,0,1.0
8573,1,0.994738227,37,1,0.235432806,5937.0,11,0,0,0,2.0
8574,0,0.0,78,0,1.186459489,900.0,3,0,1,0,0.0
8575,1,0.035860591,62,0,2.291487532,1162.0,8,0,3,0,0.0
8576,0,0.9999999,64,0,0.393746592,5500.0,5,0,1,0,0.0
8577,0,0.15902755,48,0,1.050379848,2500.0,13,0,1,0,0.0
8578,1,1.097899365,29,2,1040.0,,7,0,0,1,0.0
8579,1,0.947856401,32,0,2405.0,,8,2,1,1,0.0
8580,1,0.0,27,1,0.113863864,3995.0,3,0,0,0,2.0
8581,0,0.042582675,45,0,1.741419527,3000.0,5,0,3,0,0.0
8582,0,0.894165252,57,1,1.0665,3999.0,8,0,1,0,0.0
8583,1,0.817204301,36,2,0.276831976,1350.0,9,0,0,0,1.0
8584,0,0.025462794,69,0,756.0,,3,0,1,0,0.0
8585,1,0.995128303,43,0,0.626895854,5933.0,8,0,1,0,0.0
8586,0,0.279819414,68,0,0.053760393,10583.0,4,0,0,0,1.0
8587,1,0.9999999,36,0,0.012699788,60000.0,2,2,0,0,0.0
8588,1,0.9999999,33,0,0.340274885,2400.0,2,1,0,0,1.0
8589,0,0.113044513,71,0,0.111635535,25000.0,15,0,2,0,1.0
8590,0,0.194345196,76,1,0.235065943,11600.0,25,0,1,0,0.0
8591,0,0.144441414,31,0,0.531604813,5900.0,3,0,2,0,0.0
8592,0,0.022852724,45,0,0.232888454,8166.0,7,0,1,0,0.0
8593,1,0.0,54,0,0.360443848,8200.0,14,0,2,0,0.0
8594,0,0.0,64,1,0.863572826,3576.0,12,0,3,0,0.0
8595,0,0.000111099,27,0,0.121930804,3583.0,6,0,0,0,0.0
8596,0,0.292680536,28,0,0.698756333,2170.0,10,0,0,0,1.0
8597,0,0.133152967,52,0,0.245776076,4438.0,11,0,2,0,2.0
8598,0,0.08226138,64,0,214.0,,5,0,1,0,
8599,0,0.016149596,54,0,0.428679914,7900.0,9,0,4,0,0.0
8600,1,0.900221729,46,0,636.0,,3,0,0,0,0.0
8601,0,0.324953297,64,2,5481.0,,14,0,2,0,3.0
8602,1,0.934379458,55,1,0.366605566,6000.0,4,2,1,0,3.0
8603,0,0.300890814,58,1,0.212657774,16716.0,8,0,1,0,0.0
8604,0,0.9999999,39,0,0.443019943,2807.0,7,0,0,0,2.0
8605,1,0.965883839,37,0,0.838560515,4973.0,20,0,1,0,1.0
8606,1,0.956043956,41,0,0.098730447,8821.0,7,0,0,2,3.0
8607,1,1.149390661,39,0,0.556205803,4100.0,5,5,2,2,1.0
8608,1,0.123622157,52,0,0.242864054,6200.0,4,0,1,0,1.0
8609,0,0.9999999,53,0,0.066977674,3000.0,2,0,0,0,3.0
8610,0,0.012684179,30,0,0.097975506,4000.0,11,0,0,0,0.0
8611,0,0.002231031,50,0,0.00239936,3750.0,11,0,0,0,0.0
8612,1,1.244592346,35,0,0.11453561,2400.0,5,1,0,1,0.0
8613,0,0.547764361,46,0,0.725792631,3500.0,10,0,1,0,2.0
8614,1,0.997667444,50,0,0.266369994,6291.0,9,5,0,2,2.0
8615,1,0.057058914,63,1,0.124818578,6200.0,7,0,2,1,1.0
8616,0,0.887043189,28,0,0.189061445,2961.0,6,0,0,0,1.0
8617,1,0.9999999,23,0,25.0,,1,1,0,0,0.0
8618,1,0.841881879,44,4,0.388193467,13500.0,10,1,2,1,2.0
8619,0,0.0,59,0,588.0,,3,0,1,0,
8620,0,0.714107171,47,0,0.198857551,2800.0,2,0,0,0,0.0
8621,0,0.606583175,49,3,0.727017763,3208.0,13,0,2,0,1.0
8622,0,0.011596063,58,0,0.212838727,3800.0,9,0,1,0,0.0
8623,1,0.850829834,53,2,0.465010603,3300.0,12,0,1,2,0.0
8624,1,0.546775658,26,0,0.058609723,2200.0,2,0,0,0,1.0
8625,1,0.071448979,46,1,1.402515723,635.0,7,0,0,0,0.0
8626,0,0.012492117,65,1,0.147314011,5416.0,6,0,1,0,0.0
8627,0,0.072296334,47,1,0.887654492,7200.0,12,0,4,0,2.0
8628,0,0.9999999,68,0,3.0,,3,0,0,0,0.0
8629,0,0.15353847,50,0,0.472008633,7412.0,10,0,2,0,2.0
8630,1,0.9999999,49,1,0.101353014,4064.0,3,0,0,1,0.0
8631,1,0.876364287,49,0,0.429594272,7122.0,7,0,0,0,0.0
8632,0,0.9999999,61,0,375.0,,0,2,0,0,0.0
8633,1,0.010942277,60,0,0.582382874,5698.0,17,0,2,0,0.0
8634,1,0.523253584,58,0,0.591254066,5533.0,29,0,1,0,0.0
8635,0,0.02642294,49,0,0.139212776,14150.0,10,0,1,0,0.0
8636,0,0.842315369,22,0,0.227982511,1600.0,3,0,0,0,0.0
8637,1,0.04934817,68,1,1.353058776,2500.0,8,0,1,0,0.0
8638,1,0.9999999,47,3,0.16874893,5842.0,3,1,0,3,2.0
8639,0,0.0,59,1,0.531464095,7881.0,8,2,1,0,0.0
8640,0,0.9999999,64,0,0.144152047,3419.0,2,0,0,0,0.0
8641,0,0.06858202,43,0,0.293064267,11000.0,10,0,2,0,2.0
8642,0,0.492012412,36,0,0.208558288,5000.0,6,0,0,0,2.0
8643,1,0.957295982,31,0,0.954321393,3042.0,12,0,2,0,3.0
8644,1,0.93675288,28,0,0.037603734,3855.0,3,0,0,0,1.0
8645,0,0.152092721,51,0,0.326749573,4100.0,6,0,1,0,2.0
8646,1,0.9999999,30,0,0.012239021,8333.0,1,0,0,0,0.0
8647,0,0.9999999,28,0,0.083583283,5000.0,1,0,0,0,0.0
8648,0,0.021848066,78,0,28.0,,4,0,0,0,0.0
8649,0,1.027431421,66,0,0.003842459,3122.0,1,0,0,0,0.0
8650,0,0.049101613,58,0,0.414392491,5752.0,13,0,2,0,1.0
8651,0,0.447379385,30,0,0.421185372,4757.0,11,0,1,0,2.0
8652,0,0.0,76,0,0.162853297,5200.0,4,0,1,0,0.0
8653,0,0.059134936,63,0,0.019991115,2250.0,4,0,0,0,0.0
8654,0,2.85e-05,37,0,0.0,4122.0,12,0,0,0,3.0
8655,0,0.345440439,40,0,0.381710244,7916.0,10,0,2,0,2.0
8656,0,0.0,58,1,0.73081464,846.0,13,0,1,0,0.0
8657,0,0.9999999,43,0,0.525540932,4482.0,5,0,1,0,2.0
8658,0,0.042065668,60,0,0.333444426,6000.0,5,0,1,0,0.0
8659,1,0.846307385,47,0,0.192935688,3000.0,3,0,0,0,0.0
8660,0,0.995006242,43,0,0.010082493,3272.0,4,2,0,0,2.0
8661,0,0.723427118,56,0,0.488698911,8538.0,12,0,2,0,1.0
8662,1,1.003333175,42,0,0.261998921,11125.0,12,0,2,0,4.0
8663,0,0.038989327,65,0,5614.0,,8,0,3,0,0.0
8664,0,0.535834501,49,0,0.772204633,6000.0,12,0,2,0,0.0
8665,0,0.583500809,39,3,2.770613521,2558.0,9,0,2,0,0.0
8666,1,0.9999999,37,1,0.171622327,3833.0,6,0,0,1,2.0
8667,1,0.13455635,56,0,0.65489001,10500.0,22,0,2,0,1.0
8668,0,0.118557231,81,0,1.383249581,2984.0,10,0,5,0,0.0
8669,0,0.403641166,52,0,509.0,,7,0,1,0,0.0
8670,0,0.378476972,51,1,0.197512543,14150.0,7,0,1,0,1.0
8671,1,0.604060914,39,0,0.147104367,3228.0,6,1,0,0,3.0
8672,0,0.06894248,76,0,0.05952381,1595.0,5,0,0,0,0.0
8673,1,0.021998977,45,0,0.16162707,8333.0,5,2,1,0,2.0
8674,0,0.3213154,60,0,0.334335086,2661.0,4,0,0,0,2.0
8675,1,0.865168539,55,2,1.768526228,1200.0,9,0,1,0,0.0
8676,0,0.069046548,52,0,0.45417361,6600.0,7,0,2,0,2.0
8677,0,0.0,62,0,660.0,,5,5,0,0,0.0
8678,1,1.03419253,34,1,0.731139793,5500.0,14,1,1,4,1.0
8679,1,0.744279049,44,2,0.579008074,2600.0,4,0,1,1,3.0
8680,0,0.045012534,49,0,0.031860311,12083.0,11,0,1,0,0.0
8681,0,0.033804158,24,0,78.0,,3,0,0,0,0.0
8682,1,0.015876765,61,2,0.159424154,3750.0,20,0,1,0,0.0
8683,0,0.279422869,56,0,0.253650816,13900.0,5,0,1,0,0.0
8684,1,0.969100618,47,2,1.083436151,6483.0,10,0,2,0,2.0
8685,1,0.9999999,25,0,0.154211447,4000.0,3,0,0,0,0.0
8686,1,0.900273315,28,0,1967.0,,9,0,2,0,
8687,0,0.157274365,54,2,0.08894391,10500.0,12,0,0,0,3.0
8688,1,0.315689981,45,0,0.090191993,6718.0,5,0,0,1,4.0
8689,1,0.699860028,36,0,1.352109242,4100.0,12,0,2,0,2.0
8690,0,0.248143553,40,0,0.118284107,7109.0,9,0,0,0,3.0
8691,0,0.003427592,27,0,37.0,,2,0,0,0,1.0
8692,1,0.627355687,54,3,0.684909839,3160.0,11,0,1,1,0.0
8693,1,0.169100692,62,2,0.127023223,11367.0,6,1,1,4,0.0
8694,1,0.078897861,48,3,1.152090428,13800.0,13,0,6,0,2.0
8695,1,1.115884116,42,0,0.517814288,5416.0,5,0,1,0,2.0
8696,1,0.238169132,60,3,1973.0,,16,0,1,0,0.0
